loan_details_key,term,grade,sub_grade,purpose,title,application_type,initial_list_status
4722,36 months,E,E5,debt_consolidation,Credit card refinancing,Individual,w
4723,36 months,E,E5,debt_consolidation,Debt Consolidation,Individual,f
4724,36 months,E,E5,debt_consolidation,Debt Loan,Individual,f
4725,36 months,E,E5,debt_consolidation,Debt consolidation,Individual,f
4726,36 months,E,E5,debt_consolidation,Debt consolidation,Individual,w
4727,36 months,E,E5,debt_consolidation,Debt consolidation,Joint App,f
4728,36 months,E,E5,debt_consolidation,Debt consolidation,Joint App,w
4729,36 months,E,E5,debt_consolidation,Home improvement,Individual,w
4730,36 months,E,E5,debt_consolidation,Save money loan,Individual,f
4731,36 months,E,E5,debt_consolidation,Savior,Individual,f
4732,36 months,E,E5,debt_consolidation,debt consolidation,Individual,f
4733,36 months,E,E5,debt_consolidation,helpful loan,Individual,f
4734,36 months,E,E5,home_improvement,,Individual,f
4735,36 months,E,E5,home_improvement,,Individual,w
4736,36 months,E,E5,home_improvement,Drain field replacement,Individual,w
4737,36 months,E,E5,home_improvement,Home Improvements,Individual,f
4738,36 months,E,E5,home_improvement,Home improvement,Individual,f
4739,36 months,E,E5,home_improvement,Home improvement,Individual,w
4740,36 months,E,E5,home_improvement,Home improvement,Joint App,f
4741,36 months,E,E5,home_improvement,Home improvement,Joint App,w
4742,36 months,E,E5,home_improvement,home improvement,Individual,f
4743,36 months,E,E5,house,,Individual,w
4744,36 months,E,E5,house,Home buying,Individual,f
4745,36 months,E,E5,house,Home buying,Individual,w
4746,36 months,E,E5,house,Home buying,Joint App,f
4747,36 months,E,E5,house,Home buying,Joint App,w
4748,36 months,E,E5,major_purchase,,Individual,f
4749,36 months,E,E5,major_purchase,Major purchase,Individual,f
4750,36 months,E,E5,major_purchase,Major purchase,Individual,w
4751,36 months,E,E5,major_purchase,Major purchase,Joint App,f
4752,36 months,E,E5,major_purchase,Major purchase,Joint App,w
4753,36 months,E,E5,medical,,Individual,f
4754,36 months,E,E5,medical,Teeth Upgrade,Individual,w
4755,36 months,E,E5,medical,Medical expenses,Individual,f
4756,36 months,E,E5,medical,Medical expenses,Individual,w
4757,36 months,E,E5,medical,Medical expenses,Joint App,f
4758,36 months,E,E5,medical,Medical expenses,Joint App,w
4759,36 months,E,E5,medical,My Good Loan,Individual,w
4760,36 months,E,E5,moving,Moving and relocation,Individual,f
4761,36 months,E,E5,moving,Moving and relocation,Individual,w
4762,36 months,E,E5,moving,Moving and relocation,Joint App,f
4763,36 months,E,E5,moving,Moving and relocation,Joint App,w
4764,36 months,E,E5,other,,Individual,f
4765,36 months,E,E5,other,Car financing,Individual,f
4766,36 months,E,E5,other,Credit card refinancing,Individual,f
4767,36 months,E,E5,other,Debt consolidation,Individual,w
4768,36 months,E,E5,other,I would like to use this for personal pe,Individual,f
4769,36 months,E,E5,other,Other,Individual,f
4770,36 months,E,E5,other,Other,Individual,w
4771,36 months,E,E5,other,Other,Joint App,f
4772,36 months,E,E5,other,Other,Joint App,w
4773,36 months,E,E5,other,new year vacation,Individual,f
4774,36 months,E,E5,renewable_energy,Green loan,Individual,f
4775,36 months,E,E5,renewable_energy,Green loan,Individual,w
4776,36 months,E,E5,renewable_energy,Green loan,Joint App,w
4777,36 months,E,E5,small_business,,Individual,f
4778,36 months,E,E5,small_business,,Joint App,f
4779,36 months,E,E5,small_business,Business,Individual,f
4780,36 months,E,E5,small_business,Business,Individual,w
4781,36 months,E,E5,small_business,Business,Joint App,f
4782,36 months,E,E5,vacation,,Individual,f
4783,36 months,E,E5,vacation,Vacation,Individual,f
4784,36 months,E,E5,vacation,Vacation,Individual,w
4785,36 months,E,E5,vacation,Vacation,Joint App,f
4786,36 months,E,E5,vacation,Vacation,Joint App,w
4787,36 months,F,F1,car,Car financing,Individual,f
4788,36 months,F,F1,car,Car financing,Individual,w
4789,36 months,F,F1,credit_card,,Individual,f
4790,36 months,F,F1,credit_card,,Individual,w
4791,36 months,F,F1,credit_card,Credit card refinancing,Individual,f
4792,36 months,F,F1,credit_card,Credit card refinancing,Individual,w
4793,36 months,F,F1,credit_card,Credit card refinancing,Joint App,f
4794,36 months,F,F1,credit_card,Other,Individual,w
4795,36 months,F,F1,credit_card,credit cards,Individual,f
4796,36 months,F,F1,credit_card,refinance loan,Individual,f
4797,36 months,F,F1,debt_consolidation,,Individual,f
4798,36 months,F,F1,debt_consolidation,,Individual,w
4799,36 months,F,F1,debt_consolidation,,Joint App,f
4800,36 months,F,F1,debt_consolidation,,Joint App,w
4801,36 months,F,F1,debt_consolidation,Breath easier again,Individual,f
4802,36 months,F,F1,debt_consolidation,Consolidate,Individual,f
4803,36 months,F,F1,debt_consolidation,Consolidate,Individual,w
4804,36 months,F,F1,debt_consolidation,Debt consolidation,Individual,f
4805,36 months,F,F1,debt_consolidation,Debt consolidation,Individual,w
4806,36 months,F,F1,debt_consolidation,Debt consolidation,Joint App,f
4807,36 months,F,F1,debt_consolidation,Debt consolidation,Joint App,w
4808,36 months,F,F1,debt_consolidation,Personal,Individual,f
4809,36 months,F,F1,debt_consolidation,pay credit card,Individual,f
4810,36 months,F,F1,home_improvement,,Individual,f
4811,36 months,F,F1,home_improvement,Home Improvement Loan,Individual,w
4812,36 months,F,F1,home_improvement,Home improvement,Individual,f
4813,36 months,F,F1,home_improvement,Home improvement,Individual,w
4814,36 months,F,F1,home_improvement,Home improvement,Joint App,f
4815,36 months,F,F1,home_improvement,Home improvement,Joint App,w
4816,36 months,F,F1,home_improvement,Other,Individual,f
4817,36 months,F,F1,house,,Individual,w
4818,36 months,F,F1,house,Home buying,Individual,f
4819,36 months,F,F1,house,Home buying,Individual,w
4820,36 months,F,F1,major_purchase,Debt consolidation,Individual,f
4821,36 months,F,F1,major_purchase,Major purchase,Individual,f
4822,36 months,F,F1,major_purchase,Major purchase,Individual,w
4823,36 months,F,F1,major_purchase,Major purchase,Joint App,f
4824,36 months,F,F1,medical,,Individual,f
4825,36 months,F,F1,medical,Medical expenses,Individual,f
4826,36 months,F,F1,medical,Medical expenses,Individual,w
4827,36 months,F,F1,medical,Medical expenses,Joint App,f
4828,36 months,F,F1,medical,Medical expenses,Joint App,w
4829,36 months,F,F1,moving,Moving,Individual,w
4830,36 months,F,F1,moving,Moving Loan,Individual,w
4831,36 months,F,F1,moving,Moving and relocation,Individual,f
4832,36 months,F,F1,moving,Moving and relocation,Individual,w
4833,36 months,F,F1,other,,Individual,f
4834,36 months,F,F1,other,Other,Individual,f
4835,36 months,F,F1,other,Other,Individual,w
4836,36 months,F,F1,other,Other,Joint App,f
4837,36 months,F,F1,other,Other,Joint App,w
4838,36 months,F,F1,other,Personal,Individual,f
4839,36 months,F,F1,other,bill pay,Individual,f
4840,36 months,F,F1,other,bills,Individual,f
4841,36 months,F,F1,other,personal,Individual,f
4842,36 months,F,F1,renewable_energy,Green loan,Individual,f
4843,36 months,F,F1,renewable_energy,Green loan,Individual,w
4844,36 months,F,F1,small_business,Business,Individual,f
4845,36 months,F,F1,small_business,Business,Individual,w
4846,36 months,F,F1,small_business,Business,Joint App,f
4847,36 months,F,F1,small_business,Bussiness1,Individual,f
4848,36 months,F,F1,small_business,Interior Design business,Individual,f
4849,36 months,F,F1,small_business,Small Business Start-up,Individual,f
4850,36 months,F,F1,small_business,business,Individual,f
4851,36 months,F,F1,vacation,,Individual,w
4852,36 months,F,F1,vacation,Vacation,Individual,f
4853,36 months,F,F1,vacation,Vacation,Individual,w
4854,36 months,F,F1,vacation,Vacation,Joint App,w
4855,36 months,F,F2,car,Car financing,Individual,f
4856,36 months,F,F2,car,Car financing,Individual,w
4857,36 months,F,F2,car,Motorcycle Trike,Individual,w
4858,36 months,F,F2,credit_card,,Individual,f
4859,36 months,F,F2,credit_card,,Individual,w
4860,36 months,F,F2,credit_card,Credit card refinancing,Individual,f
4861,36 months,F,F2,credit_card,Credit card refinancing,Individual,w
4862,36 months,F,F2,credit_card,Credit card refinancing,Joint App,w
4863,36 months,F,F2,credit_card,Debt consolidation,Individual,f
4864,36 months,F,F2,credit_card,Moving and relocation,Individual,f
4865,36 months,F,F2,debt_consolidation,,Individual,f
4866,36 months,F,F2,debt_consolidation,,Individual,w
4867,36 months,F,F2,debt_consolidation,Credit Card Payoff,Individual,f
4868,36 months,F,F2,debt_consolidation,Credit card refinancing,Individual,f
4869,36 months,F,F2,debt_consolidation,Debt / Home Improvment,Individual,w
4870,36 months,F,F2,debt_consolidation,Debt Consolidation,Individual,w
4871,36 months,F,F2,debt_consolidation,Debt consolidation,Individual,f
4872,36 months,F,F2,debt_consolidation,Debt consolidation,Individual,w
4873,36 months,F,F2,debt_consolidation,Debt consolidation,Joint App,f
4874,36 months,F,F2,debt_consolidation,Debt consolidation,Joint App,w
4875,36 months,F,F2,debt_consolidation,Home Improvement,Individual,w
4876,36 months,F,F2,debt_consolidation,Major purchase,Individual,f
4877,36 months,F,F2,home_improvement,,Individual,f
4878,36 months,F,F2,home_improvement,Credit card refinancing,Individual,f
4879,36 months,F,F2,home_improvement,Home improvement,Individual,f
4880,36 months,F,F2,home_improvement,Home improvement,Individual,w
4881,36 months,F,F2,home_improvement,Home improvement,Joint App,f
4882,36 months,F,F2,house,Home buying,Individual,f
4883,36 months,F,F2,house,Home buying,Individual,w
4884,36 months,F,F2,house,Home improvement,Individual,f
4885,36 months,F,F2,major_purchase,Major purchase,Individual,f
4886,36 months,F,F2,major_purchase,Major purchase,Individual,w
4887,36 months,F,F2,major_purchase,Major purchase,Joint App,w
4888,36 months,F,F2,medical,Debt consolidation,Individual,f
4889,36 months,F,F2,medical,Medical expenses,Individual,f
4890,36 months,F,F2,medical,Medical expenses,Individual,w
4891,36 months,F,F2,moving,,Individual,w
4892,36 months,F,F2,moving,Moving and relocation,Individual,f
4893,36 months,F,F2,moving,Moving and relocation,Individual,w
4894,36 months,F,F2,other,,Individual,f
4895,36 months,F,F2,other,Other,Individual,f
4896,36 months,F,F2,other,Other,Individual,w
4897,36 months,F,F2,other,Other,Joint App,w
4898,36 months,F,F2,other,PersonalLoan,Individual,w
4899,36 months,F,F2,renewable_energy,Green loan,Individual,f
4900,36 months,F,F2,renewable_energy,Green loan,Individual,w
4901,36 months,F,F2,small_business,,Individual,f
4902,36 months,F,F2,small_business,,Individual,w
4903,36 months,F,F2,small_business,Business,Individual,f
4904,36 months,F,F2,small_business,Business,Individual,w
4905,36 months,F,F2,small_business,Business,Joint App,f
4906,36 months,F,F2,small_business,EQUIPMENT LOAN,Individual,f
4907,36 months,F,F2,vacation,,Individual,f
4908,36 months,F,F2,vacation,Vacation,Individual,f
4909,36 months,F,F2,vacation,Vacation,Individual,w
4910,36 months,F,F3,car,Car financing,Individual,f
4911,36 months,F,F3,car,Car financing,Individual,w
4912,36 months,F,F3,credit_card,,Individual,f
4913,36 months,F,F3,credit_card,Credit card refinancing,Individual,f
4914,36 months,F,F3,credit_card,Credit card refinancing,Individual,w
4915,36 months,F,F3,credit_card,Credit card refinancing,Joint App,f
4916,36 months,F,F3,credit_card,Debt consolidation,Individual,w
4917,36 months,F,F3,debt_consolidation,,Individual,f
4918,36 months,F,F3,debt_consolidation,,Individual,w
4919,36 months,F,F3,debt_consolidation,,Joint App,f
4920,36 months,F,F3,debt_consolidation,Credit card refinancing,Individual,f
4921,36 months,F,F3,debt_consolidation,Debt consolidation,Individual,f
4922,36 months,F,F3,debt_consolidation,Debt consolidation,Individual,w
4923,36 months,F,F3,debt_consolidation,Debt consolidation,Joint App,f
4924,36 months,F,F3,debt_consolidation,Debt consolidation,Joint App,w
4925,36 months,F,F3,debt_consolidation,Home improvement,Individual,f
4926,36 months,F,F3,debt_consolidation,Pay off credit cards,Individual,f
4927,36 months,F,F3,debt_consolidation,debt consolidation,Individual,f
4928,36 months,F,F3,debt_consolidation,my freedom,Individual,w
4929,36 months,F,F3,home_improvement,Debt consolidation,Individual,w
4930,36 months,F,F3,home_improvement,Home improvement,Individual,f
4931,36 months,F,F3,home_improvement,Home improvement,Individual,w
4932,36 months,F,F3,home_improvement,Home improvement,Joint App,f
4933,36 months,F,F3,house,Home buying,Individual,f
4934,36 months,F,F3,house,Home buying,Individual,w
4935,36 months,F,F3,major_purchase,,Individual,f
4936,36 months,F,F3,major_purchase,Business,Individual,w
4937,36 months,F,F3,major_purchase,Major purchase,Individual,f
4938,36 months,F,F3,major_purchase,Major purchase,Individual,w
4939,36 months,F,F3,medical,Medical expenses,Individual,f
4940,36 months,F,F3,medical,Medical expenses,Individual,w
4941,36 months,F,F3,moving,Life Space,Individual,f
4942,36 months,F,F3,moving,Moving and relocation,Individual,f
4943,36 months,F,F3,moving,Moving and relocation,Individual,w
4944,36 months,F,F3,moving,NEW OPPORTUNITY,Individual,f
4945,36 months,F,F3,other,,Individual,w
4946,36 months,F,F3,other,Debt consolidation,Individual,f
4947,36 months,F,F3,other,Emergency,Individual,f
4948,36 months,F,F3,other,Other,Individual,f
4949,36 months,F,F3,other,Other,Individual,w
4950,36 months,F,F3,other,Other,Joint App,f
4951,36 months,F,F3,renewable_energy,Green loan,Individual,f
4952,36 months,F,F3,renewable_energy,Green loan,Individual,w
4953,36 months,F,F3,small_business,Business,Individual,f
4954,36 months,F,F3,small_business,Business,Individual,w
4955,36 months,F,F3,small_business,home improvement,Individual,w
4956,36 months,F,F3,vacation,Vacation,Individual,f
4957,36 months,F,F3,vacation,Vacation,Individual,w
4958,36 months,F,F3,vacation,Vacation,Joint App,f
4959,36 months,F,F4,car,Car financing,Individual,f
4960,36 months,F,F4,car,Car financing,Individual,w
4961,36 months,F,F4,credit_card,,Individual,f
4962,36 months,F,F4,credit_card,Credit card refinancing,Individual,f
4963,36 months,F,F4,credit_card,Credit card refinancing,Individual,w
4964,36 months,F,F4,credit_card,Credit card refinancing,Joint App,f
4965,36 months,F,F4,debt_consolidation,,Individual,f
4966,36 months,F,F4,debt_consolidation,,Individual,w
4967,36 months,F,F4,debt_consolidation,,Joint App,w
4968,36 months,F,F4,debt_consolidation,Debt consolidation,Individual,f
4969,36 months,F,F4,debt_consolidation,Debt consolidation,Individual,w
4970,36 months,F,F4,debt_consolidation,Debt consolidation,Joint App,f
4971,36 months,F,F4,debt_consolidation,Debt consolidation,Joint App,w
4972,36 months,F,F4,debt_consolidation,Get out of debt,Individual,f
4973,36 months,F,F4,home_improvement,,Individual,f
4974,36 months,F,F4,home_improvement,,Individual,w
4975,36 months,F,F4,home_improvement,Home improvement,Individual,f
4976,36 months,F,F4,home_improvement,Home improvement,Individual,w
4977,36 months,F,F4,house,,Individual,f
4978,36 months,F,F4,house,Future home fund,Individual,f
4979,36 months,F,F4,house,Home buying,Individual,f
4980,36 months,F,F4,house,Home buying,Individual,w
4981,36 months,F,F4,house,Home buying,Joint App,f
4982,36 months,F,F4,house,Home buying,Joint App,w
4983,36 months,F,F4,major_purchase,Major purchase,Individual,f
4984,36 months,F,F4,major_purchase,Major purchase,Individual,w
4985,36 months,F,F4,medical,Medical expenses,Individual,f
4986,36 months,F,F4,medical,Medical expenses,Individual,w
4987,36 months,F,F4,moving,Moving and relocation,Individual,f
4988,36 months,F,F4,moving,Moving and relocation,Individual,w
4989,36 months,F,F4,moving,Moving and relocation,Joint App,f
4990,36 months,F,F4,other,,Individual,w
4991,36 months,F,F4,other,Other,Individual,f
4992,36 months,F,F4,other,Other,Individual,w
4993,36 months,F,F4,other,Other,Joint App,f
4994,36 months,F,F4,other,Pool,Individual,f
4995,36 months,F,F4,renewable_energy,,Individual,f
4996,36 months,F,F4,renewable_energy,Green loan,Individual,f
4997,36 months,F,F4,renewable_energy,Green loan,Individual,w
4998,36 months,F,F4,small_business,,Individual,f
4999,36 months,F,F4,small_business,Business,Individual,f
5000,36 months,F,F4,small_business,Business,Individual,w
5001,36 months,F,F4,small_business,Business,Joint App,f
5002,36 months,F,F4,vacation,Vacation,Individual,f
5003,36 months,F,F4,vacation,Vacation,Individual,w
5004,36 months,F,F5,car,Car financing,Individual,f
5005,36 months,F,F5,car,Car financing,Individual,w
5006,36 months,F,F5,credit_card,,Individual,f
5007,36 months,F,F5,credit_card,Credit card refinancing,Individual,f
5008,36 months,F,F5,credit_card,Credit card refinancing,Individual,w
5009,36 months,F,F5,credit_card,Credit card refinancing,Joint App,f
5010,36 months,F,F5,credit_card,Credit card refinancing,Joint App,w
5011,36 months,F,F5,debt_consolidation,,Individual,f
5012,36 months,F,F5,debt_consolidation,,Individual,w
5013,36 months,F,F5,debt_consolidation,Debt consolidation,Individual,f
5014,36 months,F,F5,debt_consolidation,Debt consolidation,Individual,w
5015,36 months,F,F5,debt_consolidation,Debt consolidation,Joint App,f
5016,36 months,F,F5,debt_consolidation,Debt consolidation,Joint App,w
5017,36 months,F,F5,debt_consolidation,Other,Individual,f
5018,36 months,F,F5,debt_consolidation,consolidation,Individual,f
5019,36 months,F,F5,debt_consolidation,credit cards,Individual,f
5020,36 months,F,F5,home_improvement,,Individual,f
5021,36 months,F,F5,home_improvement,Home improvement,Individual,f
5022,36 months,F,F5,home_improvement,Home improvement,Individual,w
5023,36 months,F,F5,home_improvement,Home improvement,Joint App,f
5024,36 months,F,F5,home_improvement,Home improvement,Joint App,w
5025,36 months,F,F5,house,,Individual,f
5026,36 months,F,F5,house,Home buying,Individual,f
5027,36 months,F,F5,house,Home buying,Individual,w
5028,36 months,F,F5,major_purchase,Major purchase,Individual,f
5029,36 months,F,F5,major_purchase,Major purchase,Individual,w
5030,36 months,F,F5,medical,Medical expenses,Individual,f
5031,36 months,F,F5,medical,Medical expenses,Individual,w
5032,36 months,F,F5,moving,,Individual,f
5033,36 months,F,F5,moving,Moving and relocation,Individual,f
5034,36 months,F,F5,moving,Moving and relocation,Individual,w
5035,36 months,F,F5,other,,Individual,w
5036,36 months,F,F5,other,Other,Individual,f
5037,36 months,F,F5,other,Other,Individual,w
5038,36 months,F,F5,other,Other,Joint App,f
5039,36 months,F,F5,other,Other,Joint App,w
5040,36 months,F,F5,other,Personal,Individual,f
5041,36 months,F,F5,small_business,,Individual,f
5042,36 months,F,F5,small_business,,Individual,w
5043,36 months,F,F5,small_business,Business,Individual,f
5044,36 months,F,F5,small_business,Business,Individual,w
5045,36 months,F,F5,small_business,Business,Joint App,f
5046,36 months,F,F5,vacation,Vacation,Individual,f
5047,36 months,F,F5,vacation,Vacation,Individual,w
5048,36 months,G,G1,car,Car financing,Individual,f
5049,36 months,G,G1,car,Car financing,Individual,w
5050,36 months,G,G1,credit_card,,Individual,f
5051,36 months,G,G1,credit_card,,Individual,w
5052,36 months,G,G1,credit_card,Credit card refinancing,Individual,f
5053,36 months,G,G1,credit_card,Credit card refinancing,Individual,w
5054,36 months,G,G1,credit_card,Credit card refinancing,Joint App,w
5055,36 months,G,G1,debt_consolidation,,Individual,f
5056,36 months,G,G1,debt_consolidation,,Individual,w
5057,36 months,G,G1,debt_consolidation,Debt consolidation,Individual,f
5058,36 months,G,G1,debt_consolidation,Debt consolidation,Individual,w
5059,36 months,G,G1,debt_consolidation,Debt consolidation,Joint App,f
5060,36 months,G,G1,debt_consolidation,Debt consolidation,Joint App,w
5061,36 months,G,G1,home_improvement,Home improvement,Individual,f
5062,36 months,G,G1,home_improvement,Home improvement,Individual,w
5063,36 months,G,G1,home_improvement,Home improvement,Joint App,w
5064,36 months,G,G1,house,Home buying,Individual,f
5065,36 months,G,G1,house,Home buying,Individual,w
5066,36 months,G,G1,major_purchase,,Individual,w
5067,36 months,G,G1,major_purchase,Major purchase,Individual,f
5068,36 months,G,G1,major_purchase,Major purchase,Individual,w
5069,36 months,G,G1,medical,Medical expenses,Individual,f
5070,36 months,G,G1,medical,Medical expenses,Individual,w
5071,36 months,G,G1,moving,Moving and relocation,Individual,f
5072,36 months,G,G1,moving,Moving and relocation,Individual,w
5073,36 months,G,G1,other,,Individual,f
5074,36 months,G,G1,other,Other,Individual,f
5075,36 months,G,G1,other,Other,Individual,w
5076,36 months,G,G1,other,Other,Joint App,f
5077,36 months,G,G1,small_business,Business,Individual,f
5078,36 months,G,G1,small_business,Business,Individual,w
5079,36 months,G,G1,small_business,Freedom,Individual,f
5080,36 months,G,G1,vacation,Vacation,Individual,f
5081,36 months,G,G1,vacation,Vacation,Individual,w
5082,36 months,G,G2,car,Car financing,Individual,f
5083,36 months,G,G2,car,Car financing,Individual,w
5084,36 months,G,G2,credit_card,Credit card refinancing,Individual,f
5085,36 months,G,G2,credit_card,Credit card refinancing,Individual,w
5086,36 months,G,G2,credit_card,Credit card refinancing,Joint App,f
5087,36 months,G,G2,debt_consolidation,,Individual,f
5088,36 months,G,G2,debt_consolidation,,Individual,w
5089,36 months,G,G2,debt_consolidation,Debt consolidation,Individual,f
5090,36 months,G,G2,debt_consolidation,Debt consolidation,Individual,w
5091,36 months,G,G2,debt_consolidation,Debt consolidation,Joint App,f
5092,36 months,G,G2,debt_consolidation,Debt consolidation,Joint App,w
5093,36 months,G,G2,home_improvement,Home improvement,Individual,f
5094,36 months,G,G2,home_improvement,Home improvement,Individual,w
5095,36 months,G,G2,home_improvement,Home improvement,Joint App,w
5096,36 months,G,G2,house,,Individual,w
5097,36 months,G,G2,house,Home buying,Individual,f
5098,36 months,G,G2,house,Home buying,Individual,w
5099,36 months,G,G2,major_purchase,Major purchase,Individual,f
5100,36 months,G,G2,major_purchase,Major purchase,Individual,w
5101,36 months,G,G2,medical,Medical expenses,Individual,f
5102,36 months,G,G2,medical,Medical expenses,Individual,w
5103,36 months,G,G2,moving,Moving and relocation,Individual,f
5104,36 months,G,G2,moving,Moving and relocation,Individual,w
5105,36 months,G,G2,other,,Individual,f
5106,36 months,G,G2,other,Other,Individual,f
5107,36 months,G,G2,other,Other,Individual,w
5108,36 months,G,G2,other,Other,Joint App,f
5109,36 months,G,G2,other,Other,Joint App,w
5110,36 months,G,G2,renewable_energy,Green loan,Individual,f
5111,36 months,G,G2,small_business,Business,Individual,f
5112,36 months,G,G2,small_business,Business,Individual,w
5113,36 months,G,G2,small_business,Business,Joint App,f
5114,36 months,G,G2,small_business,Major purchase,Individual,w
5115,36 months,G,G2,vacation,Vacation,Individual,f
5116,36 months,G,G2,vacation,Vacation,Individual,w
5117,36 months,G,G3,credit_card,,Individual,f
5118,36 months,G,G3,credit_card,Credit card refinancing,Individual,f
5119,36 months,G,G3,credit_card,Credit card refinancing,Individual,w
5120,36 months,G,G3,debt_consolidation,,Individual,f
5121,36 months,G,G3,debt_consolidation,Debt consolidation,Individual,f
5122,36 months,G,G3,debt_consolidation,Debt consolidation,Individual,w
5123,36 months,G,G3,debt_consolidation,Debt consolidation,Joint App,f
5124,36 months,G,G3,debt_consolidation,Debt consolidation,Joint App,w
5125,36 months,G,G3,home_improvement,,Individual,f
5126,36 months,G,G3,home_improvement,,Individual,w
5127,36 months,G,G3,home_improvement,Home improvement,Individual,f
5128,36 months,G,G3,home_improvement,Home improvement,Individual,w
5129,36 months,G,G3,home_improvement,Home improvement,Joint App,f
5130,36 months,G,G3,house,Home buying,Individual,f
5131,36 months,G,G3,house,Home buying,Individual,w
5132,36 months,G,G3,major_purchase,Major purchase,Individual,f
5133,36 months,G,G3,major_purchase,Major purchase,Individual,w
5134,36 months,G,G3,medical,Medical expenses,Individual,f
5135,36 months,G,G3,medical,Medical expenses,Individual,w
5136,36 months,G,G3,moving,Moving and relocation,Individual,f
5137,36 months,G,G3,moving,Moving and relocation,Individual,w
5138,36 months,G,G3,other,,Individual,f
5139,36 months,G,G3,other,Other,Individual,f
5140,36 months,G,G3,other,Other,Individual,w
5141,36 months,G,G3,small_business,Business,Individual,f
5142,36 months,G,G3,small_business,Business,Individual,w
5143,36 months,G,G3,small_business,Business,Joint App,f
5144,36 months,G,G3,vacation,Vacation,Individual,f
5145,36 months,G,G3,vacation,Vacation,Individual,w
5146,36 months,G,G3,wedding,Other,Individual,w
5147,36 months,G,G4,car,,Individual,f
5148,36 months,G,G4,car,Car financing,Individual,w
5149,36 months,G,G4,credit_card,Credit card refinancing,Individual,f
5150,36 months,G,G4,credit_card,Credit card refinancing,Individual,w
5151,36 months,G,G4,debt_consolidation,,Individual,f
5152,36 months,G,G4,debt_consolidation,,Individual,w
5153,36 months,G,G4,debt_consolidation,Debt consolidation,Individual,f
5154,36 months,G,G4,debt_consolidation,Debt consolidation,Individual,w
5155,36 months,G,G4,debt_consolidation,Debt consolidation,Joint App,f
5156,36 months,G,G4,debt_consolidation,Debt consolidation,Joint App,w
5157,36 months,G,G4,home_improvement,Home improvement,Individual,f
5158,36 months,G,G4,home_improvement,Home improvement,Individual,w
5159,36 months,G,G4,house,,Individual,w
5160,36 months,G,G4,house,Home buying,Individual,f
5161,36 months,G,G4,house,Home buying,Individual,w
5162,36 months,G,G4,house,Home buying,Joint App,w
5163,36 months,G,G4,major_purchase,Major purchase,Individual,f
5164,36 months,G,G4,major_purchase,Major purchase,Individual,w
5165,36 months,G,G4,medical,Medical expenses,Individual,f
5166,36 months,G,G4,medical,Medical expenses,Individual,w
5167,36 months,G,G4,moving,Moving and relocation,Individual,f
5168,36 months,G,G4,moving,Moving and relocation,Individual,w
5169,36 months,G,G4,other,Other,Individual,f
5170,36 months,G,G4,other,Other,Individual,w
5171,36 months,G,G4,small_business,Business,Individual,f
5172,36 months,G,G4,small_business,Business,Individual,w
5173,36 months,G,G4,vacation,,Individual,w
5174,36 months,G,G4,vacation,Vacation,Individual,w
5175,36 months,G,G5,car,Car financing,Individual,f
5176,36 months,G,G5,credit_card,Credit card refinancing,Individual,f
5177,36 months,G,G5,credit_card,Credit card refinancing,Individual,w
5178,36 months,G,G5,debt_consolidation,,Individual,w
5179,36 months,G,G5,debt_consolidation,Debt consolidation,Individual,f
5180,36 months,G,G5,debt_consolidation,Debt consolidation,Individual,w
5181,36 months,G,G5,debt_consolidation,Debt consolidation,Joint App,f
5182,36 months,G,G5,debt_consolidation,Debt consolidation,Joint App,w
5183,36 months,G,G5,home_improvement,,Individual,w
5184,36 months,G,G5,home_improvement,Home improvement,Individual,f
5185,36 months,G,G5,home_improvement,Home improvement,Individual,w
5186,36 months,G,G5,home_improvement,Home improvement,Joint App,f
5187,36 months,G,G5,home_improvement,Home improvement,Joint App,w
5188,36 months,G,G5,house,Home buying,Individual,f
5189,36 months,G,G5,house,Home buying,Individual,w
5190,36 months,G,G5,major_purchase,Major purchase,Individual,f
5191,36 months,G,G5,major_purchase,Major purchase,Individual,w
5192,36 months,G,G5,medical,Medical expenses,Individual,f
5193,36 months,G,G5,medical,Medical expenses,Individual,w
5194,36 months,G,G5,medical,Medical expenses,Joint App,f
5195,36 months,G,G5,moving,Moving and relocation,Individual,f
5196,36 months,G,G5,moving,Moving and relocation,Individual,w
5197,36 months,G,G5,moving,Moving and relocation,Joint App,w
5198,36 months,G,G5,other,Other,Individual,f
5199,36 months,G,G5,other,Other,Individual,w
5200,36 months,G,G5,other,Other,Joint App,f
5201,36 months,G,G5,small_business,,Individual,f
5202,36 months,G,G5,small_business,Business,Individual,f
5203,36 months,G,G5,small_business,Business,Individual,w
5204,36 months,G,G5,small_business,Business,Joint App,f
5205,60 months,A,A1,credit_card,Credit card refinancing,Individual,f
5206,60 months,A,A1,credit_card,Credit card refinancing,Individual,w
5207,60 months,A,A1,credit_card,Credit card refinancing,Joint App,f
5208,60 months,A,A1,credit_card,Credit card refinancing,Joint App,w
5209,60 months,A,A1,debt_consolidation,,Individual,w
5210,60 months,A,A1,debt_consolidation,,Joint App,w
5211,60 months,A,A1,debt_consolidation,Debt consolidation,Individual,f
5212,60 months,A,A1,debt_consolidation,Debt consolidation,Individual,w
5213,60 months,A,A1,debt_consolidation,Debt consolidation,Joint App,f
5214,60 months,A,A1,debt_consolidation,Debt consolidation,Joint App,w
5215,60 months,A,A1,home_improvement,Home improvement,Individual,w
